"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000000022","MC252629A","Evie","Claire","Jones","2002-08-18","Innovative Finance","No","3355.76","4609.31","2025-05-10","2025-11-21","12800.83","1088.92","-574.23","56076.12","2026-04-01","Closed","Cancelled"
"ISA000000023","BJ695087A","Mia","Elizabeth","Wilson","1996-04-18","Stock and Shares","No","9218.55","11578.69","2025-05-16","2025-11-06","17481.21","-2105.14","982.71","15803.28","2026-02-17","Closed","Void"
"ISA000000024","AT285276C","James","Alice","Morris","1986-12-28","Stock and Shares","Yes","14105.73","17348.28","2025-08-03","2026-01-06","8439.74","2012.94","650.92","3607.08","2026-01-17","Void","Void"
"ISA000000025","RL919805B","Daisy","Alice","Adams","1988-10-29","Innovative Finance","Yes","4640.31","15156.09","2025-11-08","2025-12-16","11937.17","-3364.09","-729.74","33567.78","2026-01-05","Cancelled","Closed"
"ISA000000026","KW800042C","Ruby","Patrick","Walker","1970-05-20","Stock and Shares","Yes","13033.59","6709.40","2025-07-21","2026-02-18","13918.93","-2357.53","717.26","77506.60","2026-03-12","Closed","All funds withdrawn"
"ISA000000027","HA360291B","Elsie","Thomas","Bailey","2006-04-15","Innovative Finance","No","10031.25","5199.83","2025-12-26","2026-03-27","13217.95","3078.24","802.96","58351.74","2026-04-03","Closed","Cancelled"
"ISA000000028","JH471859B","Leo","Marie","Green","1996-07-20","Stock and Shares","Yes","5828.80","8511.55","2025-11-04","2025-12-01","12908.08","2029.41","1000.21","75738.79","2025-12-07","Cancelled","Cancelled"
"ISA000000029","AB789296A","Arthur","Thomas","Hill","1994-09-29","Stock and Shares","Yes","2740.72","16411.56","2026-02-05","2026-03-19","5512.46","2596.78","-986.78","28883.53","2026-03-24","Void","Closed"
"ISA000000030","WL156311D","James","Elizabeth","Allen","1948-02-22","Cash","No","15021.23","5788.57","2025-11-02","2026-03-13","15887.56","149.44","-919.42","1505.71","2026-03-14","Void","All funds withdrawn"
"ISA000000031","BJ611477B","Hannah","Alexander","Wilson","1959-02-03","Cash","Yes","12734.77","9631.92","2025-04-22","2025-08-13","6935.27","1965.38","-839.30","96928.31","2026-02-08","Void","Transferred in full"
"ISA000000032","WX245396A","Finley","David","Evans","1976-07-14","Innovative Finance","No","13473.24","6977.15","2025-06-18","2026-03-12","3472.69","-1724.66","150.50","29795.47","2026-04-05","Void","Cancelled"
"ISA000000033","BB092466D","Maya","Louise","Harris","1980-01-29","Cash","No","9595.68","18303.82","2025-05-12","2026-03-13","16895.08","2097.27","604.42","98609.72","2026-03-14","Void","Transferred in full"
"ISA000000034","WP531502D","Charlotte","Claire","Bailey","1968-11-04","Stock and Shares","No","15470.80","10832.68","2026-01-15","2026-03-24","12612.38","3110.15","-531.75","78825.74","2026-03-31","Void","Void"
"ISA000000035","AR282063C","Ethan","Patrick","King","1982-02-11","Innovative Finance","Yes","4289.50","5334.75","2025-08-22","2026-01-27","3863.89","-569.97","805.50","89306.28","2026-02-20","Closed","Transferred in full"
"ISA000000036","CH071677A","Sophia","Michael","Smith","2006-03-30","Stock and Shares","No","8100.55","9346.67","2025-12-21","2026-04-04","6216.66","2276.45","-621.25","43184.15","2026-04-04","Closed","All funds withdrawn"
"ISA000000037","EL004074B","Maya","Thomas","Mitchell","1948-10-27","Cash","Yes","16107.47","14496.27","2026-01-05","2026-01-25","2963.03","3733.71","564.33","69678.77","2026-04-04","Void","Cancelled"
"ISA000000038","PN750164A","Jacob","Elizabeth","Mitchell","1963-06-13","Cash","No","12041.99","565.32","2025-12-05","2026-03-07","5328.17","1450.19","852.76","59830.46","2026-03-17","Cancelled","Void"
"ISA000000039","WB266625B","Henry","Claire","Mitchell","1959-07-03","Innovative Finance","No","12960.31","15069.67","2025-10-09","2026-02-21","12853.01","3411.00","747.85","97826.45","2026-03-04","Closed","All funds withdrawn"
"ISA000000040","CR230042D","Sophia","Michael","Johnson","1945-11-01","Cash","No","15731.82","18875.53","2026-02-05","2026-02-06","10092.58","2239.35","779.10","76216.08","2026-03-21","Void","Closed"
"ISA000000041","RM181575A","Ava","Louise","Taylor","1973-08-23","Innovative Finance","No","7122.30","12336.29","2025-04-25","2026-02-14","16814.12","3545.40","478.17","92580.94","2026-02-25","Closed","All funds withdrawn"
"ISA000000042","HY738282C","Ethan","Marie","Edwards","1965-01-27","Cash","No","13176.45","17254.27","2025-05-23","2026-01-09","15117.70","-1588.64","876.11","45821.04","2026-03-09","Cancelled","Cancelled"
"ISA000000043","LJ377905C","Lily","Elizabeth","Wilson","1977-09-30","Stock and Shares","No","10958.08","4678.41","2026-01-11","2026-02-11","7242.98","455.75","217.63","50084.09","2026-03-28","Void","Transferred in full"
"ISA000000044","AY846474A","Ruby","Louise","Carter","1965-01-26","Stock and Shares","No","12175.91","11905.84","2025-06-14","2025-12-29","6514.95","3330.43","464.65","21577.15","2026-01-07","Closed","Cancelled"
"ISA000000045","WT912596C","Lucas","Benjamin","Jackson","2006-07-17","Life Time ISA","No","514.42","16641.62","2026-01-14","2026-03-09","5265.15","2314.09","295.55","64612.77","2026-03-28","Closed","Cancelled"
"ISA000000046","KC475671B","Olivia","Ann","Morris","1995-02-06","Stock and Shares","No","2207.36","6399.94","2025-12-15","2026-01-17","19707.58","400.56","698.85","95206.50","2026-03-17","Cancelled","Closed"
"ISA000000047","HN939366B","Lucas","Olivia","Bailey","1971-06-05","Innovative Finance","No","655.76","3724.35","2025-10-14","2026-03-02","14227.17","3745.81","615.50","85393.46","2026-03-25","Cancelled","All funds withdrawn"
"ISA000000048","KJ947926A","Ruby","Thomas","Mitchell","1972-04-03","Innovative Finance","No","18293.63","15059.10","2025-12-27","2026-03-06","19821.46","1089.92","7.54","60129.39","2026-03-26","Cancelled","Transferred in full"
"ISA000000049","WE432066C","Oliver","William","Foster","1973-06-19","Innovative Finance","Yes","12029.50","14003.35","2025-06-29","2025-07-19","12040.69","3275.87","-94.88","87908.48","2025-10-29","Closed","Cancelled"
"ISA000000050","LN754304D","Amelia","Michael","Robinson","1960-02-06","Life Time ISA","No","5140.51","4456.95","2025-06-03","2026-02-09","17473.82","2593.69","266.78","42677.66","2026-02-19","Cancelled","All funds withdrawn"
"ISA000000051","WW560679D","James","Samuel","Cooper","1972-02-10","Innovative Finance","Yes","1171.93","11367.28","2025-12-15","2026-01-11","17779.44","-424.53","806.80","38634.23","2026-03-20","Closed","Void"
"ISA000000052","AH520699B","Ethan","Ann","Hall","1993-08-15","Cash","Yes","10644.17","3818.10","2025-06-13","2025-10-03","9133.07","2170.56","677.36","59779.75","2026-02-09","Closed","Cancelled"
"ISA000000053","ST925696D","Ruby","Joseph","Allen","1992-03-20","Stock and Shares","Yes","17484.79","10640.06","2025-06-10","2026-02-24","17818.98","580.43","762.11","18303.70","2026-03-19","Void","All funds withdrawn"
"ISA000000054","JY581802D","Olivia","Claire","Allen","1967-12-09","Cash","Yes","12770.89","572.17","2026-01-17","2026-03-27","19297.91","636.10","711.87","63006.05","2026-04-02","Cancelled","Closed"
"ISA000000055","LS964529C","Evie","Thomas","Clarke","1954-04-05","Stock and Shares","Yes","7756.13","4679.41","2026-01-16","2026-01-21","6071.19","1344.46","-689.17","15201.80","2026-02-03","Cancelled","Closed"
"ISA000000056","EW904974C","Hannah","Thomas","Taylor","1968-02-04","Innovative Finance","No","8920.96","14504.67","2025-05-10","2025-06-20","7559.02","3515.71","187.40","36781.55","2025-10-10","Closed","Transferred in full"
"ISA000000057","EM441995D","Evie","Ann","Green","2006-07-14","Cash","Yes","326.53","1596.74","2026-01-12","2026-03-01","4213.45","-3081.08","261.27","92639.64","2026-03-27","Cancelled","Closed"
"ISA000000058","WS835098B","Poppy","Jane","Wilson","1990-05-16","Cash","Yes","12363.18","603.69","2025-06-24","2025-06-26","18535.24","623.69","327.95","90184.88","2026-03-28","Cancelled","Cancelled"
"ISA000000059","EH310143B","Daisy","Thomas","Robinson","1942-08-06","Innovative Finance","No","13323.15","19839.69","2025-07-04","2025-11-18","17109.91","3749.01","267.33","87451.24","2025-11-23","Closed","Cancelled"
"ISA000000060","HA100917D","George","Alice","Young","1965-02-18","Innovative Finance","No","8773.20","16173.43","2025-07-02","2026-01-23","18019.66","1397.83","-965.10","53933.98","2026-03-09","Cancelled","All funds withdrawn"
"ISA000000061","PN725894D","Lucas","Joseph","Smith","1996-10-29","Stock and Shares","Yes","11219.89","11399.36","2025-05-10","2025-10-31","6559.47","134.67","709.64","72281.18","2026-02-23","Closed","All funds withdrawn"
"ISA000000062","SZ338334A","Harry","Alice","Smith","1970-11-19","Stock and Shares","Yes","19715.91","4959.55","2025-06-02","2025-11-03","5650.57","106.31","335.02","74991.74","2026-01-19","Cancelled","Cancelled"
"ISA000000063","CZ877386A","Ethan","Samuel","Wilson","1964-04-26","Life Time ISA","No","3697.96","10520.43","2025-11-24","2025-12-28","10431.80","-35.54","-262.88","15703.63","2026-03-01","Void","Closed"
"ISA000000064","JN665457D","Lily","Jane","Jones","1956-10-24","Cash","No","7171.26","14455.88","2025-12-11","2026-02-21","13895.24","2772.70","818.96","96739.12","2026-03-14","Cancelled","All funds withdrawn"
"ISA000000065","SA338220C","Daniel","Samuel","Robinson","2007-01-17","Innovative Finance","Yes","5772.10","7838.01","2025-07-29","2025-08-19","19702.08","1023.67","48.49","72413.46","2025-12-09","Void","Cancelled"
"ISA000000066","RR631058A","Emily","Marie","Jackson","2001-08-16","Stock and Shares","Yes","12492.72","8626.01","2025-07-20","2025-09-18","14818.41","-412.99","894.04","64882.76","2025-10-12","Cancelled","Void"
"ISA000000067","WA841139A","Ethan","Grace","Jackson","2007-04-01","Stock and Shares","No","7064.11","8617.78","2025-12-19","2026-01-29","2629.17","-803.23","295.12","88553.77","2026-03-20","Void","All funds withdrawn"
"ISA000000068","AX517805C","Oscar","David","Walker","1963-04-04","Stock and Shares","No","16619.71","17268.26","2025-07-12","2026-02-07","9979.99","1734.69","602.99","81492.88","2026-02-25","Cancelled","Transferred in full"
"ISA000000069","BX288993C","Harry","Jane","Lewis","1975-09-25","Innovative Finance","Yes","11152.48","16429.42","2025-12-25","2026-02-07","14985.32","-1663.18","-645.78","258.59","2026-03-12","Void","Cancelled"
"ISA000000070","WS075763D","Isla","Louise","Jones","1995-01-08","Innovative Finance","No","6707.18","3679.15","2025-08-11","2026-01-28","12110.93","-1909.02","497.66","51245.66","2026-03-08","Closed","Void"
"ISA000000071","HZ978763D","Sophia","Ann","Kelly","2003-12-17","Cash","No","4566.50","15392.41","2025-12-20","2026-03-25","13177.37","1382.13","-461.63","36181.14","2026-03-26","Void","All funds withdrawn"
"ISA000000072","MX631889D","Harry","Grace","Scott","1950-04-22","Innovative Finance","Yes","6310.90","19608.08","2025-09-30","2026-01-09","6407.63","1840.66","857.12","91934.48","2026-03-15","Closed","Transferred in full"
"ISA000000073","BM106782D","James","Jane","Jones","1974-08-25","Cash","Yes","5402.55","3549.25","2025-07-27","2025-08-23","12879.49","-3559.10","665.96","7328.87","2025-10-04","Void","Transferred in full"
"ISA000000074","PL520842A","Lucas","William","Wright","1960-06-17","Cash","No","16428.36","5898.99","2025-09-23","2025-10-18","12391.93","-1986.50","-660.17","95088.24","2026-02-20","Void","Transferred in full"
"ISA000000075","LZ099892A","Elsie","William","Baker","1946-04-18","Innovative Finance","Yes","6164.46","14744.60","2026-01-11","2026-02-15","9314.35","2168.96","-585.62","58829.57","2026-03-30","Cancelled","Void"
"ISA000000076","CE020868D","Isla","Victoria","Young","1963-12-08","Life Time ISA","No","12400.22","2184.35","2025-07-12","2025-08-24","16554.57","2856.36","-580.95","61986.54","2026-03-11","Void","All funds withdrawn"
"ISA000000077","SS841760A","Theo","Joseph","Robinson","2001-10-24","Cash","No","7686.77","19026.49","2025-04-10","2025-04-23","2663.77","-273.84","-606.42","76535.04","2025-05-17","Closed","Void"
"ISA000000078","AK736902C","Noah","Joseph","Cooper","1981-05-01","Stock and Shares","No","14802.73","6362.69","2026-02-06","2026-03-16","4603.45","1881.29","619.90","72212.66","2026-03-27","Void","Closed"
"ISA000000079","PE589090C","Ruby","Michael","Baker","1983-03-15","Innovative Finance","No","19987.39","6281.31","2025-05-29","2026-01-10","1763.54","3075.55","67.17","79232.89","2026-01-12","Closed","Void"
"ISA000000080","EX040024B","Oliver","Patrick","Murphy","2005-05-28","Stock and Shares","Yes","9145.41","8498.77","2025-06-30","2025-12-10","14604.51","-1262.49","158.56","90543.35","2026-01-12","Cancelled","Closed"
"ISA000000081","CW194729C","Hannah","Marie","Williams","2001-07-10","Life Time ISA","No","6449.24","7603.74","2026-01-27","2026-02-24","324.11","1042.33","-332.49","58118.39","2026-04-02","Closed","Transferred in full"
"ISA000000082","MC858849C","Lucas","Victoria","Johnson","1990-10-01","Cash","No","19555.35","17249.35","2025-11-22","2026-01-22","2123.87","1873.36","77.69","25234.27","2026-02-01","Cancelled","Transferred in full"
"ISA000000083","CB910205B","Amelia","David","Thomas","1972-12-21","Stock and Shares","Yes","5589.45","7885.14","2025-04-09","2026-01-28","16349.50","82.28","231.36","93154.61","2026-02-13","Void","Cancelled"
"ISA000000084","MK279232A","Edward","Alexander","Lewis","1966-06-17","Cash","No","11419.32","8793.96","2025-08-12","2026-03-02","9357.25","1863.48","333.71","89863.65","2026-03-31","Closed","Transferred in full"
"ISA000000085","KW611545C","Logan","Ann","Morris","1962-07-05","Life Time ISA","No","2330.44","17465.55","2025-11-09","2026-03-25","8139.34","3253.87","356.20","26157.10","2026-04-01","Cancelled","Transferred in full"
"ISA000000086","JX268068B","Charlotte","Benjamin","Hill","1987-07-28","Life Time ISA","Yes","8648.95","16902.30","2026-01-03","2026-03-25","10145.25","-2587.32","476.67","2511.93","2026-04-02","Closed","Closed"
"ISA000000087","JN501631C","Jack","Rose","Phillips","1945-06-07","Life Time ISA","Yes","12693.39","5490.47","2025-11-23","2025-12-30","14005.78","-2927.34","857.82","18659.84","2026-01-09","Void","Transferred in full"
"ISA000000088","CJ634455D","Henry","Marie","Jackson","1965-08-29","Innovative Finance","No","4750.24","19771.51","2025-04-29","2025-09-25","14455.68","-1175.45","396.31","17468.49","2026-03-18","Void","All funds withdrawn"
"ISA000000089","AK190527D","Harry","Michael","Robinson","1945-01-12","Life Time ISA","No","19418.23","17276.95","2025-05-13","2026-01-23","14905.58","-2593.03","684.43","54264.60","2026-02-15","Void","Closed"
"ISA000000090","RW986793D","Amelia","Michael","Mitchell","1992-09-20","Cash","No","5101.11","19131.11","2025-09-13","2026-03-30","1451.70","2822.72","-747.40","9851.94","2026-03-30","Void","All funds withdrawn"
"ISA000000091","CZ905733A","Grace","Ann","Lewis","1996-11-09","Stock and Shares","Yes","55.72","3144.95","2025-06-08","2025-09-02","16877.22","2644.54","402.29","57753.39","2026-03-18","Cancelled","Closed"
"ISA000000092","EK765500C","Evie","Victoria","White","1988-10-25","Life Time ISA","Yes","16953.99","19402.00","2025-07-24","2025-11-28","19149.81","939.61","185.02","54041.59","2026-02-19","Cancelled","All funds withdrawn"
"ISA000000093","LZ068141C","Olivia","Samuel","Adams","1958-07-25","Cash","No","561.92","10548.99","2026-02-08","2026-03-02","18671.48","-3249.16","-175.35","83431.89","2026-03-13","Void","All funds withdrawn"
"ISA000000094","BB937291B","Emily","Olivia","Robinson","1950-12-09","Life Time ISA","Yes","16372.96","19096.34","2025-11-28","2026-02-23","19278.88","-3324.77","935.95","5761.78","2026-03-06","Cancelled","Transferred in full"
"ISA000000095","WL753051A","Oliver","David","Hughes","1984-06-11","Life Time ISA","Yes","7838.75","6489.34","2025-11-08","2025-11-14","2061.28","-940.93","-291.86","70159.92","2026-01-18","Void","Cancelled"
"ISA000000096","CE165620B","Oscar","Elizabeth","Jackson","1963-12-27","Innovative Finance","No","4235.09","13384.53","2025-11-18","2026-01-22","8872.77","3299.67","889.97","90451.67","2026-01-25","Closed","Transferred in full"
"ISA000000097","PL610864B","Oliver","David","Wilson","1961-08-29","Cash","Yes","16427.38","8584.49","2025-11-09","2025-12-09","18442.87","1051.74","969.63","54299.54","2025-12-30","Cancelled","Cancelled"
"ISA000000098","JN616242C","Ava","Joseph","White","2006-10-17","Life Time ISA","No","17276.70","7278.29","2025-06-23","2026-02-27","3864.28","-663.45","717.42","23864.96","2026-03-08","Cancelled","Void"
"ISA000000099","EK896238D","Oliver","Victoria","Hill","1992-11-06","Stock and Shares","No","3224.17","9454.52","2025-04-09","2025-09-20","9319.66","-3245.63","844.34","51209.58","2025-11-18","Closed","Transferred in full"
"ISA000000100","HE054564D","Grace","Olivia","Wright","1980-06-26","Life Time ISA","No","12600.94","18318.10","2025-04-12","2025-10-17","9332.38","-3075.27","891.12","43734.63","2025-11-15","Void","All funds withdrawn"
"ISA000000101","KY259740B","Finley","Louise","Williams","1977-02-10","Stock and Shares","No","1843.04","16550.00","2025-07-28","2026-03-29","2942.29","1559.91","403.80","76561.24","2026-04-01","Cancelled","Transferred in full"
"ISA000000102","MW975208A","Theo","Rose","Jones","1997-05-19","Cash","No","9513.28","16123.30","2025-06-07","2025-12-30","5956.95","2389.68","169.09","86221.85","2026-03-06","Void","Cancelled"
"ISA000000103","EK079719D","Grace","Patrick","Walker","1988-07-07","Stock and Shares","No","19635.78","1118.78","2025-10-06","2025-10-26","1677.35","-2965.68","-610.85","28539.71","2026-03-15","Void","Closed"
"ISA000000104","RA106276D","Noah","Alexander","Thomas","1989-10-13","Life Time ISA","Yes","3222.92","17003.21","2026-01-20","2026-03-03","14266.93","2283.45","612.06","74454.34","2026-03-13","Cancelled","Transferred in full"
"ISA000000105","SK111499D","William","Patrick","Clarke","1994-06-28","Cash","Yes","19879.36","5879.84","2025-09-30","2025-10-14","11576.00","3113.14","393.76","85825.50","2025-12-04","Void","Cancelled"
"ISA000000106","KZ964164B","Harry","David","Murphy","1994-02-03","Innovative Finance","Yes","9172.72","13014.75","2025-06-21","2025-10-23","11367.22","3039.34","-221.73","74753.59","2025-11-10","Closed","Transferred in full"
"ISA000000107","PT357143B","Jacob","Alice","Morris","1965-11-22","Stock and Shares","No","336.92","6539.66","2025-10-26","2026-03-18","13562.89","3588.43","276.65","41686.40","2026-03-19","Closed","Cancelled"
"ISA000000108","BC371794D","Ruby","Olivia","Jackson","1945-01-10","Life Time ISA","No","18264.82","8819.24","2025-04-15","2025-06-29","9866.11","541.39","377.66","35828.08","2026-03-23","Closed","All funds withdrawn"
"ISA000000109","BJ109358C","Sophia","Benjamin","Smith","2001-04-25","Cash","Yes","6892.13","17897.78","2025-05-23","2025-12-16","7440.38","3619.50","462.88","67778.24","2026-01-01","Closed","Closed"
"ISA000000110","HJ691606D","Ruby","Claire","Walker","1954-02-04","Cash","Yes","3992.39","10031.09","2025-06-02","2025-12-26","3584.87","1930.08","261.54","70578.22","2026-04-01","Closed","Closed"
"ISA000000111","KE681916A","Evie","Joseph","Williams","1942-09-03","Cash","No","8913.37","2384.94","2025-09-21","2026-02-03","9298.29","3283.94","201.20","46716.91","2026-03-31","Cancelled","All funds withdrawn"
"ISA000000112","AW681574A","James","Elizabeth","Carter","1985-05-26","Innovative Finance","No","10812.18","18082.65","2025-05-23","2025-12-23","2649.36","3834.95","340.15","26837.62","2026-03-02","Closed","Void"
"ISA000000113","EL247434C","Theo","Grace","Martin","1945-01-29","Life Time ISA","No","9330.43","19429.37","2025-10-14","2026-01-24","1932.10","-2959.05","56.39","58118.66","2026-01-30","Void","Cancelled"
"ISA000000114","CK252311C","Ruby","Michael","Morris","2007-09-21","Life Time ISA","No","9362.39","991.43","2025-05-02","2025-09-25","15304.14","2174.50","601.56","81260.14","2026-01-20","Cancelled","Transferred in full"
"ISA000000115","RA770989C","Amelia","Victoria","Hughes","1984-12-04","Stock and Shares","No","14718.80","5291.78","2025-05-28","2025-09-12","4957.02","3727.79","-132.39","72927.20","2025-09-28","Cancelled","All funds withdrawn"
"ISA000000116","WB855008A","Jack","Benjamin","Taylor","1947-11-23","Cash","Yes","12269.96","11.87","2026-01-04","2026-02-09","15026.24","-3631.68","442.81","53766.54","2026-02-27","Closed","Transferred in full"
"ISA000000117","SJ345918B","Jacob","Ann","Lewis","1975-03-13","Stock and Shares","Yes","11681.88","8395.58","2025-09-24","2025-12-27","15193.17","3332.66","873.10","30431.64","2026-01-13","Cancelled","All funds withdrawn"
"ISA000000118","LW844232C","Theo","Elizabeth","Wright","1972-11-06","Life Time ISA","Yes","12782.45","291.05","2025-08-19","2026-02-07","870.77","919.87","83.74","75309.05","2026-03-03","Cancelled","All funds withdrawn"
"ISA000000119","JM332918A","Isla","Benjamin","Parker","1955-08-17","Stock and Shares","No","13409.05","19579.68","2026-02-19","2026-03-19","2203.02","1837.33","901.42","45200.17","2026-03-31","Void","Transferred in full"
"ISA000000120","SE489959A","Freya","Grace","Murphy","1998-08-10","Stock and Shares","Yes","16341.07","1473.79","2025-05-22","2025-12-29","15178.18","3274.21","718.11","36565.57","2026-01-24","Cancelled","Cancelled"
"ISA000000121","KL880478A","William","Elizabeth","Edwards","1983-03-28","Life Time ISA","No","17919.74","13294.96","2025-06-16","2025-09-02","10895.42","613.36","677.08","62476.44","2026-02-13","Cancelled","Transferred in full"
"ISA000000122","ER145709A","Emily","Alexander","Jones","1968-08-21","Stock and Shares","No","4906.19","6868.90","2025-09-17","2026-01-06","3201.88","1334.31","976.99","73551.61","2026-01-07","Void","Cancelled"
"ISA000000123","HZ664751C","Edward","Patrick","Phillips","2007-02-10","Innovative Finance","Yes","19010.89","12639.29","2025-08-01","2025-10-12","16090.79","-728.13","-433.11","76530.84","2026-01-29","Void","Void"
"ISA000000124","LA404018B","Freya","William","Brown","2000-12-09","Cash","No","14372.19","10491.35","2026-01-24","2026-01-29","9853.32","570.67","248.10","34464.87","2026-03-25","Closed","Cancelled"
"ISA000000125","EJ591618D","Harry","Alice","Martin","1993-12-18","Cash","Yes","3767.78","8351.71","2025-08-17","2025-11-04","2650.91","167.27","509.52","8905.86","2025-11-24","Closed","Void"
"ISA000000126","AW740587A","Harry","Thomas","Taylor","1955-09-24","Life Time ISA","No","163.97","10464.42","2026-01-27","2026-04-04","13735.65","1344.72","921.23","61397.32","2026-04-05","Cancelled","Cancelled"
"ISA000000127","PE399108B","Ruby","William","Foster","1958-03-31","Cash","No","14195.06","18812.23","2026-01-02","2026-01-25","9778.62","3555.82","820.74","27377.35","2026-02-05","Void","Void"
"ISA000000128","PE147745B","Daisy","Victoria","Bennett","1966-03-09","Stock and Shares","Yes","5000.07","6029.19","2025-09-26","2026-02-19","6096.79","3272.19","174.01","76748.28","2026-03-29","Void","Transferred in full"
"ISA000000129","PM923197D","Oliver","Alice","Thomas","2006-06-01","Stock and Shares","No","5252.50","17908.56","2026-01-14","2026-02-04","13989.20","1417.51","970.69","33053.45","2026-03-03","Void","Cancelled"
